concept_id,concept_code,concept_name,rxnorm_mapping
43271882,OMOP530646,eplerenone 25 MG Oral Tablet [Espler],Branded Drug
43293595,OMOP530651,eplerenone 25 MG Oral Tablet [Espler] Box of 120,Branded Drug Box
43271883,OMOP530647,eplerenone 25 MG Oral Tablet [Espler] Box of 20,Branded Drug Box
43255593,OMOP530648,eplerenone 25 MG Oral Tablet [Espler] Box of 30,Branded Drug Box
43260918,OMOP530649,eplerenone 25 MG Oral Tablet [Espler] Box of 60,Branded Drug Box
43293594,OMOP530650,eplerenone 25 MG Oral Tablet [Espler] Box of 90,Branded Drug Box
43288141,OMOP530640,eplerenone 25 MG Oral Tablet [Inpler],Branded Drug
43282689,OMOP530645,eplerenone 25 MG Oral Tablet [Inpler] Box of 120,Branded Drug Box
43282687,OMOP530641,eplerenone 25 MG Oral Tablet [Inpler] Box of 20,Branded Drug Box
43277396,OMOP530642,eplerenone 25 MG Oral Tablet [Inpler] Box of 30,Branded Drug Box
43288142,OMOP530643,eplerenone 25 MG Oral Tablet [Inpler] Box of 60,Branded Drug Box
43282688,OMOP530644,eplerenone 25 MG Oral Tablet [Inpler] Box of 90,Branded Drug Box
19102209,402106,eplerenone 25 MG Oral Tablet [Inspra],Branded Drug
43288140,OMOP530637,eplerenone 25 MG Oral Tablet [Inspra] Box of 10,Branded Drug Box
41252380,OMOP2450342,eplerenone 25 MG Oral Tablet [Inspra] Box of 100,Branded Drug Box
44160123,OMOP3036846,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Abacus Medicine,Marketed Product
40979882,OMOP2177844,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Abacus Medicine,Marketed Product
41199108,OMOP2397070,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Aca Mueller,Marketed Product
40917522,OMOP2115484,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by ADL,Marketed Product
41260923,OMOP2458885,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Axicorp,Marketed Product
41073612,OMOP2271574,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Beragena,Marketed Product
40917521,OMOP2115483,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by BR,Marketed Product
41073621,OMOP2271583,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Cc,Marketed Product
41011209,OMOP2209171,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Docpharm,Marketed Product
41199112,OMOP2397074,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Emra-Med,Marketed Product
40979881,OMOP2177843,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Eurim-Pharm,Marketed Product
40979879,OMOP2177841,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Gerke,Marketed Product
41199111,OMOP2397073,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Kohlpharma,Marketed Product
40948872,OMOP2146834,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Orifarm Leverkus,Marketed Product
40886630,OMOP2084592,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Pfizer,Marketed Product
41105071,OMOP2303033,eplerenone 25 MG Oral Tablet [Inspra] Box of 100 by Veron,Marketed Product
41221390,OMOP2419352,eplerenone 25 MG Oral Tablet [Inspra] Box of 20,Branded Drug Box
41190233,OMOP2388195,eplerenone 25 MG Oral Tablet [Inspra] Box of 200,Branded Drug Box
41042309,OMOP2240271,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Aca Mueller,Marketed Product
41260924,OMOP2458886,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Beragena,Marketed Product
41105077,OMOP2303039,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Cc,Marketed Product
40948873,OMOP2146835,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Docpharm,Marketed Product
40855322,OMOP2053284,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Emra-Med,Marketed Product
41136487,OMOP2334449,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Eurim-Pharm,Marketed Product
41323400,OMOP2521362,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Gerke,Marketed Product
41323399,OMOP2521361,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Kohlpharma,Marketed Product
40917518,OMOP2115480,eplerenone 25 MG Oral Tablet [Inspra] Box of 20 by Pfizer,Marketed Product
21026250,OMOP256127,eplerenone 25 MG Oral Tablet [Inspra] Box of 28,Branded Drug Box
21055647,OMOP256128,eplerenone 25 MG Oral Tablet [Inspra] Box of 28 by Mawdsley-Brooks,Marketed Product
21065485,OMOP256129,eplerenone 25 MG Oral Tablet [Inspra] Box of 28 by Pfizer,Marketed Product
21026251,OMOP256130,eplerenone 25 MG Oral Tablet [Inspra] Box of 30,Branded Drug Box
21065486,OMOP256134,eplerenone 25 MG Oral Tablet [Inspra] Box of 30 by DE,Marketed Product
21075422,OMOP256131,eplerenone 25 MG Oral Tablet [Inspra] Box of 30 by Mawdsley-Brooks,Marketed Product
36268565,OMOP3119440,eplerenone 25 MG Oral Tablet [Inspra] Box of 30 by Pfizer,Marketed Product
40734583,OMOP4722383,eplerenone 25 MG Oral Tablet [Inspra] Box of 30 by Sigma,Marketed Product
21045883,OMOP256132,eplerenone 25 MG Oral Tablet [Inspra] Box of 30 by Sigma-Tau,Marketed Product
21144014,OMOP256133,eplerenone 25 MG Oral Tablet [Inspra] Box of 30 by Waymade,Marketed Product
43277395,OMOP530638,eplerenone 25 MG Oral Tablet [Inspra] Box of 50,Branded Drug Box
40886626,OMOP2084588,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Aca Mueller,Marketed Product
41105076,OMOP2303038,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by ADL,Marketed Product
41292064,OMOP2490026,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Axicorp,Marketed Product
41136486,OMOP2334448,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Beragena,Marketed Product
41011210,OMOP2209172,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Cc,Marketed Product
41105073,OMOP2303035,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Docpharm,Marketed Product
40855321,OMOP2053283,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Emra-Med,Marketed Product
41230178,OMOP2428140,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Eurim-Pharm,Marketed Product
41230177,OMOP2428139,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Gerke,Marketed Product
41136485,OMOP2334447,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Kohlpharma,Marketed Product
41230182,OMOP2428144,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Orifarm Leverkus,Marketed Product
40886625,OMOP2084587,eplerenone 25 MG Oral Tablet [Inspra] Box of 50 by Pfizer,Marketed Product
43260917,OMOP530639,eplerenone 25 MG Oral Tablet [Inspra] Box of 60,Branded Drug Box
43031141,OMOP4846205,eplerenone 25 MG Oral Tablet [Inspra] Box of 90,Branded Drug Box
43031142,OMOP4846206,eplerenone 25 MG Oral Tablet [Inspra] Box of 90 by Pfizer,Marketed Product
37593057,OMOP4782497,eplerenone 25 MG Oral Tablet [Inspra] by Aaha,Marketed Product
36503722,OMOP4835098,eplerenone 25 MG Oral Tablet [Inspra] by Allomedic,Marketed Product
21173534,OMOP256126,eplerenone 25 MG Oral Tablet [Inspra] by DE,Marketed Product
21124209,OMOP256122,eplerenone 25 MG Oral Tablet [Inspra] by Mawdsley-Brooks,Marketed Product
21124210,OMOP256123,eplerenone 25 MG Oral Tablet [Inspra] by Pfizer,Marketed Product
40734584,OMOP4722382,eplerenone 25 MG Oral Tablet [Inspra] by Sigma,Marketed Product
21124211,OMOP256124,eplerenone 25 MG Oral Tablet [Inspra] by Sigma-Tau,Marketed Product
21124212,OMOP256125,eplerenone 25 MG Oral Tablet [Inspra] by Waymade,Marketed Product
35159475,OMOP4816459,eplerenone 25 MG Oral Tablet [Selara],Branded Drug
35157738,OMOP4815234,eplerenone 25 MG [Selara],Branded Drug Comp
1309834,353387,eplerenone 50 MG,Clinical Drug Comp
43172414,OMOP487312,eplerenone 50 MG Delayed Release Oral Tablet,Clinical Drug
40929809,OMOP2127771,eplerenone 50 MG Delayed Release Oral Tablet Box of 100,Clinical Drug Box
41292059,OMOP2490021,eplerenone 50 MG Delayed Release Oral Tablet Box of 100 by Ratiopharm,Marketed Product
41242293,OMOP2440255,eplerenone 50 MG Delayed Release Oral Tablet Box of 20,Clinical Drug Box
41304240,OMOP2502202,eplerenone 50 MG Delayed Release Oral Tablet Box of 200,Clinical Drug Box
44186395,OMOP3063118,eplerenone 50 MG Delayed Release Oral Tablet Box of 20 by Ratiopharm,Marketed Product
35745595,OMOP2747056,eplerenone 50 MG Delayed Release Oral Tablet Box of 28,Clinical Drug Box
35759396,OMOP2760857,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by A A H,Marketed Product
35763580,OMOP2765041,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by Actavis,Marketed Product
35759397,OMOP2760858,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by Alliance,Marketed Product
35751031,OMOP2752492,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by Aspire,Marketed Product
35742692,OMOP2744153,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by Creo,Marketed Product
35746898,OMOP2748359,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by DE,Marketed Product
35772086,OMOP2773547,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by Pfizer,Marketed Product
35742691,OMOP2744152,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by TEVA,Marketed Product
35751030,OMOP2752491,eplerenone 50 MG Delayed Release Oral Tablet Box of 28 by Zentiva,Marketed Product
43205303,OMOP487313,eplerenone 50 MG Delayed Release Oral Tablet Box of 30,Clinical Drug Box
43031153,OMOP4846217,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Arrow,Marketed Product
43031147,OMOP4846211,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Biogaran,Marketed Product
43031150,OMOP4846214,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Cristers,Marketed Product
43031146,OMOP4846210,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Eurogenerics,Marketed Product
43031149,OMOP4846213,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by KRKA,Marketed Product
43031144,OMOP4846208,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Mylan,Marketed Product
43031151,OMOP4846215,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Pfizer,Marketed Product
43031148,OMOP4846212,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Sandoz,Marketed Product
43031145,OMOP4846209,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by TEVA,Marketed Product
43031143,OMOP4846207,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Zentiva,Marketed Product
43031152,OMOP4846216,eplerenone 50 MG Delayed Release Oral Tablet Box of 30 by Zydus,Marketed Product
43150256,OMOP487314,eplerenone 50 MG Delayed Release Oral Tablet Box of 50,Clinical Drug Box
41199105,OMOP2397067,eplerenone 50 MG Delayed Release Oral Tablet Box of 50 by Ratiopharm,Marketed Product
43183335,OMOP487315,eplerenone 50 MG Delayed Release Oral Tablet Box of 90,Clinical Drug Box
43031158,OMOP4846222,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by Biogaran,Marketed Product
43031157,OMOP4846221,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by Eurogenerics,Marketed Product
43031160,OMOP4846224,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by KRKA,Marketed Product
43031155,OMOP4846219,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by Mylan,Marketed Product
43031161,OMOP4846225,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by Pfizer,Marketed Product
43031159,OMOP4846223,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by Sandoz,Marketed Product
43031156,OMOP4846220,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by TEVA,Marketed Product
43031154,OMOP4846218,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by Zentiva,Marketed Product
43031162,OMOP4846226,eplerenone 50 MG Delayed Release Oral Tablet Box of 90 by Zydus,Marketed Product
35755282,OMOP2756743,eplerenone 50 MG Delayed Release Oral Tablet by A A H,Marketed Product
35742693,OMOP2744154,eplerenone 50 MG Delayed Release Oral Tablet by Actavis,Marketed Product
35772087,OMOP2773548,eplerenone 50 MG Delayed Release Oral Tablet by Alliance,Marketed Product
35767734,OMOP2769195,eplerenone 50 MG Delayed Release Oral Tablet by Aspire,Marketed Product
35742694,OMOP2744155,eplerenone 50 MG Delayed Release Oral Tablet by Creo,Marketed Product
35755283,OMOP2756744,eplerenone 50 MG Delayed Release Oral Tablet by DE,Marketed Product
35755284,OMOP2756745,eplerenone 50 MG Delayed Release Oral Tablet by Pfizer,Marketed Product
35767733,OMOP2769194,eplerenone 50 MG Delayed Release Oral Tablet by TEVA,Marketed Product
35746899,OMOP2748360,eplerenone 50 MG Delayed Release Oral Tablet by Zentiva,Marketed Product
41002554,OMOP2200516,eplerenone 50 MG Delayed Release Oral Tablet [Elecor],Branded Drug
41221383,OMOP2419345,eplerenone 50 MG Delayed Release Oral Tablet [Elecor] Box of 100,Branded Drug Box
41190231,OMOP2388193,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenhexal],Branded Drug
40908922,OMOP2106884,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenhexal] Box of 100,Branded Drug Box
41323393,OMOP2521355,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenhexal] Box of 100 by Novartis,Marketed Product
40971169,OMOP2169131,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenhexal] Box of 20,Branded Drug Box
41199106,OMOP2397068,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenhexal] Box of 20 by Novartis,Marketed Product
40846756,OMOP2044718,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon 1a Pharma],Branded Drug
40877879,OMOP2075841,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon 1a Pharma] Box of 100,Branded Drug Box
40948866,OMOP2146828,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon 1a Pharma] Box of 100 by 1 A,Marketed Product
41252375,OMOP2450337,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon 1a Pharma] Box of 20,Branded Drug Box
40948867,OMOP2146829,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon 1a Pharma] Box of 20 by 1 A,Marketed Product
44177467,OMOP3054190,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon 1a Pharma] Box of 50,Branded Drug Box
44171432,OMOP3048155,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon 1a Pharma] Box of 50 by 1 A,Marketed Product
41033646,OMOP2231608,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Abz],Branded Drug
41190230,OMOP2388192,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Abz] Box of 20,Branded Drug Box
41260918,OMOP2458880,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Abz] Box of 20 by AbZ-Pharma,Marketed Product
41096344,OMOP2294306,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Al],Branded Drug
41002553,OMOP2200515,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Al] Box of 100,Branded Drug Box
41042303,OMOP2240265,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Al] Box of 100 by Aliud,Marketed Product
41252374,OMOP2450336,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Al] Box of 20,Branded Drug Box
41260917,OMOP2458879,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Al] Box of 20 by Aliud,Marketed Product
41096343,OMOP2294305,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Al] Box of 50,Branded Drug Box
41073606,OMOP2271568,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Al] Box of 50 by Aliud,Marketed Product
41283290,OMOP2481252,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Beta],Branded Drug
44184901,OMOP3061624,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Beta] Box of 100,Branded Drug Box
44178935,OMOP3055658,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Beta] Box of 100 by Betapharm,Marketed Product
41221382,OMOP2419344,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Beta] Box of 50,Branded Drug Box
40979876,OMOP2177838,eplerenone 50 MG Delayed Release Oral Tablet [Eplerenon Beta] Box of 50 by Betapharm,Marketed Product
43194349,OMOP487316,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ARROW],Branded Drug
43172415,OMOP487317,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ARROW] Box of 30,Branded Drug Box
43161439,OMOP487318,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ARROW] Box of 30 by Arrow,Marketed Product
35409910,OMOP1143495,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE BIOGARAN],Branded Drug
35409160,OMOP1142745,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE BIOGARAN] Box of 30,Branded Drug Box
35410261,OMOP1143846,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE BIOGARAN] Box of 30 by Biogaran,Marketed Product
35409909,OMOP1143494,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE BIOGARAN] Box of 90,Branded Drug Box
35408631,OMOP1142216,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE BIOGARAN] Box of 90 by Biogaran,Marketed Product
43172416,OMOP487319,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE CRISTERS],Branded Drug
43139321,OMOP487320,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE CRISTERS] Box of 30,Branded Drug Box
43183336,OMOP487321,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE CRISTERS] Box of 30 by Cristers,Marketed Product
43150257,OMOP487323,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE MYLAN],Branded Drug
40877878,OMOP2075840,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE MYLAN] Box of 100,Branded Drug Box
41260916,OMOP2458878,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE MYLAN] Box of 100 by Mylan,Marketed Product
43172417,OMOP487324,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE MYLAN] Box of 30,Branded Drug Box
43216207,OMOP487325,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE MYLAN] Box of 30 by Mylan,Marketed Product
43183337,OMOP487326,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE MYLAN] Box of 90,Branded Drug Box
43183338,OMOP487327,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE MYLAN] Box of 90 by Mylan,Marketed Product
43205304,OMOP487328,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE PFIZER],Branded Drug
43150258,OMOP487329,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE PFIZER] Box of 30,Branded Drug Box
43183339,OMOP487330,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE PFIZER] Box of 30 by Pfizer,Marketed Product
43183340,OMOP487331,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE PFIZER] Box of 90,Branded Drug Box
43150259,OMOP487332,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE PFIZER] Box of 90 by Pfizer,Marketed Product
43205305,OMOP487334,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE TEVA],Branded Drug
43139322,OMOP487335,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE TEVA] Box of 30,Branded Drug Box
43150260,OMOP487336,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE TEVA] Box of 30 by TEVA,Marketed Product
43183341,OMOP487337,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE TEVA] Box of 90,Branded Drug Box
43161440,OMOP487338,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE TEVA] Box of 90 by TEVA,Marketed Product
43183342,OMOP487339,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA],Branded Drug
41033643,OMOP2231605,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 100,Branded Drug Box
40855311,OMOP2053273,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 100 by Sanofi,Marketed Product
40908919,OMOP2106881,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 20,Branded Drug Box
41167718,OMOP2365680,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 20 by Sanofi,Marketed Product
43139323,OMOP487340,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 30,Branded Drug Box
43194350,OMOP487341,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 30 by Sanofi,Marketed Product
44184900,OMOP3061623,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 50,Branded Drug Box
44167677,OMOP3044400,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 50 by Sanofi,Marketed Product
43183343,OMOP487342,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 90,Branded Drug Box
43194351,OMOP487343,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZENTIVA] Box of 90 by Sanofi,Marketed Product
35410674,OMOP1144259,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS],Branded Drug
35413034,OMOP1146619,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS] Box of 30,Branded Drug Box
35407875,OMOP1141460,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS] Box of 30 by Zydus,Marketed Product
35413033,OMOP1146618,eplerenone 50 MG Delayed Release Oral Tablet [EPLERENONE ZYDUS] Box of 90,Branded Drug Box
